scenario_id,asset,attack_type,targeted_property,impact_rating
102,mobile_device,unknown,unknown,unknown
103,unknown_asset,unknown,unknown,unknown
104,deep_network,unknown,unknown,unknown
105,at&t_system,unknown,unknown,unknown
106,unknown_asset,unknown,unknown,unknown
107,unknown_asset,unknown,unknown,unknown
108,keyless_system,unknown,unknown,unknown
109,keyless_system,unknown,unknown,unknown
110,pre-collision_system,unknown,unknown,unknown
111,instrument_cluster,unknown,unknown,unknown
112,diagnostic_command,unknown,unknown,unknown
113,wi-fi_feature,unknown,unknown,unknown
114,mycar_controls,unknown,unknown,unknown
115,parking_functionality,unknown,confidentiality,minor
116,j1772_charger,unknown,unknown,unknown
117,evlink_evc1s22p4,unknown,unknown,unknown
118,connected_data,unknown,unknown,unknown
119,baseband_processor,unknown,unknown,unknown
120,unknown_asset,unknown,unknown,unknown
121,unknown_asset,unknown,unknown,unknown
122,tizen_policy,unknown,unknown,unknown
123,unknown_asset,unknown,unknown,unknown
124,internal_networks,unknown,unknown,unknown
125,unknown_asset,unknown,unknown,unknown
126,cloud_component,unknown,unknown,unknown
127,gps_coordinates,unknown,unknown,unknown
128,baseband_processor,unknown,unknown,unknown
129,dab_radio,unknown,unknown,unknown
130,autowiper_function,unknown,unknown,unknown
131,key_fobs,unknown,unknown,unknown
132,oem_code,unknown,unknown,unknown
133,can_bus,unknown,unknown,unknown
134,tracking_apis,unknown,unknown,unknown
135,powertrain_ecu,unknown,unknown,unknown
136,unknown_asset,unknown,unknown,unknown
137,autopi,unknown,confidentiality,minor
138,unknown_asset,unknown,unknown,unknown
139,automotive_linux,unknown,unknown,unknown
140,nand_chip,unknown,unknown,unknown
141,dma_buffer,tampering,unknown,unknown
142,hab_management,unknown,unknown,unknown
143,unknown_asset,unknown,unknown,unknown
144,unknown_asset,unknown,unknown,unknown
145,keyless_system,unknown,unknown,unknown
146,megamos_cipher,unknown,unknown,unknown
147,key_fobs,unknown,unknown,unknown
148,unknown_asset,unknown,integrity,major
149,unknown_asset,unknown,unknown,unknown
150,unknown_asset,unknown,unknown,unknown
151,unknown_asset,unknown,unknown,unknown
152,key_fob,unknown,unknown,unknown
153,ios_client,unknown,unknown,unknown
154,unknown_asset,unknown,unknown,unknown
155,unknown_asset,unknown,unknown,unknown
156,unknown_asset,unknown,confidentiality,unknown
157,can_bus,unknown,unknown,unknown
158,can_traffic,unknown,unknown,unknown
159,wlan_communication,unknown,unknown,unknown
160,unknown_asset,unknown,unknown,unknown
161,unknown_asset,unknown,unknown,unknown
162,webkit_browser,unknown,unknown,unknown
163,enlightenment_service,unknown,unknown,unknown
164,unknown_asset,unknown,unknown,unknown
165,infotainment_system,unknown,unknown,unknown
166,unknown_asset,unknown,confidentiality,minor
167,unknown_asset,unknown,confidentiality,minor
168,unknown_asset,unknown,unknown,unknown
169,telematics_communication,unknown,unknown,unknown
170,can_messages,unknown,unknown,unknown
171,unknown_asset,unknown,unknown,unknown
172,unknown_asset,tampering,unknown,unknown
173,magnetic_key,unknown,unknown,unknown
174,rolling_scheme,unknown,unknown,unknown
175,unknown_asset,unknown,unknown,unknown
176,cd/multimedia_software,unknown,unknown,unknown
177,unknown_asset,unknown,unknown,unknown
178,park_assistance,unknown,unknown,unknown
179,debug_interface,unknown,confidentiality,unknown
180,unknown_asset,unknown,unknown,unknown
181,unknown_asset,unknown,unknown,unknown
182,unknown_asset,unknown,unknown,unknown
183,unknown_asset,spoofing,unknown,unknown
184,unknown_asset,unknown,unknown,unknown
185,mobile_api,unknown,unknown,unknown
186,remote_entry,unknown,unknown,unknown
187,unknown_asset,unknown,unknown,unknown
188,unknown_asset,unknown,unknown,unknown
189,seat_function,unknown,unknown,unknown
190,unknown_asset,unknown,confidentiality,minor
191,onboard_port,unknown,unknown,unknown
192,unknown_asset,unknown,unknown,unknown
193,user_credentials,unknown,unknown,unknown
194,keyless_system,unknown,unknown,unknown
195,charging_infrastructure,unknown,unknown,unknown
196,infotainment_ecu,unknown,unknown,unknown
197,unknown_asset,unknown,unknown,unknown
198,function_downloadandupdate,tampering,unknown,unknown
199,unknown_asset,unknown,unknown,unknown
200,unknown_asset,unknown,unknown,unknown
201,diagnostic_trace,unknown,unknown,unknown
202,unknown_asset,unknown,unknown,unknown
203,snapdragon_chip,unknown,unknown,unknown
204,unknown_asset,unknown,unknown,unknown
205,unknown_asset,repudiation,unknown,unknown
206,unknown_asset,unknown,unknown,unknown
207,unknown_asset,unknown,unknown,unknown
208,engine_ecu,unknown,unknown,unknown
209,unknown_asset,unknown,unknown,unknown
210,unknown_asset,unknown,unknown,unknown
211,unknown_asset,unknown,unknown,unknown
212,unknown_asset,unknown,unknown,unknown
213,door_locks,unknown,unknown,unknown
214,unknown_asset,unknown,unknown,unknown
215,remote_system,unknown,unknown,unknown
216,unknown_asset,unknown,unknown,unknown
217,unknown_asset,unknown,unknown,unknown
218,physical_key,unknown,unknown,unknown
219,unknown_asset,unknown,unknown,unknown
220,keyless_entry,unknown,unknown,unknown
221,unknown_asset,unknown,unknown,unknown
222,embms_service,unknown,unknown,unknown
223,physical,unknown,unknown,unknown
224,telnet_servers,unknown,confidentiality,unknown
225,unknown_asset,denial_of_service,unknown,unknown
226,unknown_asset,unknown,unknown,unknown
227,can_bus,unknown,unknown,unknown
228,unknown_asset,unknown,unknown,unknown
229,bt/bt_core_service,unknown,unknown,unknown
230,unknown_asset,unknown,unknown,unknown
231,qualcomm_automobile,unknown,unknown,unknown
232,command_programms,unknown,unknown,unknown
233,d-bus_services,unknown,unknown,unknown
234,evlink_city,unknown,unknown,unknown
235,onboard_port,unknown,unknown,unknown
236,telenav_app,unknown,confidentiality,unknown
237,vehicle's_card,unknown,unknown,unknown
238,vcm_ecu,unknown,unknown,unknown
239,vehicle_system,tampering,unknown,unknown
240,evlink_city,unknown,unknown,unknown
241,unknown_asset,unknown,unknown,unknown
242,data_traffic,unknown,unknown,unknown
243,unknown_asset,unknown,unknown,unknown
244,blue_link,unknown,unknown,unknown
245,crypto_ciphers,unknown,unknown,unknown
246,unknown_asset,unknown,unknown,unknown
247,unknown_asset,unknown,unknown,unknown
248,body_module,unknown,unknown,unknown
249,key_fob,repudiation,unknown,unknown
250,key_fob,unknown,unknown,unknown
251,motorcycle_dashboard,unknown,unknown,unknown
252,keyless_entry,unknown,unknown,unknown
253,evlink_city,unknown,unknown,unknown
254,parking_system,unknown,unknown,severe
255,hiqnet_protocol,unknown,unknown,unknown
256,unknown_asset,unknown,unknown,unknown
257,bluetooth_protocols,unknown,unknown,unknown
258,unknown_asset,unknown,unknown,unknown
259,rolling_scheme,unknown,unknown,unknown
260,infotainment_system,unknown,unknown,unknown
261,unknown_asset,tampering,unknown,unknown
262,unknown_asset,unknown,unknown,unknown
263,backup_database,unknown,unknown,unknown
264,algorithm_unlocking,unknown,unknown,unknown
265,vehicle_numbers,unknown,unknown,unknown
266,unknown_asset,unknown,unknown,unknown
267,head_unit,unknown,unknown,unknown
268,unknown_asset,unknown,unknown,unknown
269,unknown_asset,unknown,unknown,unknown
270,unknown_asset,unknown,unknown,unknown
271,turning_signals,unknown,unknown,unknown
272,infotainment_ecu,unknown,unknown,unknown
273,can_messages,unknown,unknown,unknown
274,keyless_system,unknown,unknown,unknown
275,unknown_asset,unknown,unknown,unknown
276,unknown_asset,unknown,unknown,unknown
277,steering_wheel,unknown,unknown,unknown
278,unknown_asset,unknown,unknown,unknown
279,unknown_asset,unknown,unknown,unknown
280,automotive_os,unknown,unknown,unknown
281,unknown_asset,unknown,unknown,unknown
282,speech,unknown,unknown,unknown
283,keyless_entry,unknown,unknown,unknown
284,unknown_asset,unknown,unknown,unknown
285,unknown_asset,unknown,unknown,unknown
286,keyless_system,unknown,unknown,unknown
287,unknown_asset,unknown,unknown,unknown
288,password_hashes,unknown,unknown,unknown
289,d-bus_services,unknown,unknown,unknown
290,keyless_system,unknown,unknown,unknown
291,daimler_comand,unknown,unknown,unknown
292,unknown_asset,unknown,unknown,unknown
293,image_network,unknown,unknown,unknown
294,remote_system,unknown,unknown,unknown
295,diagnotic_message,unknown,unknown,severe
296,unknown_asset,unknown,unknown,unknown
297,key_fobs,unknown,unknown,unknown
298,calibration_firmware,unknown,confidentiality,unknown
299,deep_networks,unknown,unknown,unknown
300,calibration_ecu,unknown,unknown,unknown
301,can_console,unknown,unknown,unknown
302,debug_interface,unknown,confidentiality,unknown
303,key_fob,unknown,unknown,unknown
304,unknown_asset,unknown,unknown,unknown
305,unknown_asset,unknown,unknown,unknown
306,unknown_asset,tampering,unknown,unknown
307,parking_brake,unknown,unknown,unknown
308,alac_format,unknown,unknown,unknown
309,outer_lighting,unknown,unknown,unknown
310,keyless_system,unknown,unknown,unknown
311,charging_server,unknown,unknown,unknown
312,unknown_asset,unknown,unknown,unknown
313,calibration_update,unknown,unknown,unknown
314,unknown_asset,unknown,unknown,unknown
315,gps_app,unknown,unknown,unknown
316,keeloq_cipher,unknown,unknown,unknown
317,snapdragon_auto,unknown,unknown,unknown
318,unknown_asset,unknown,unknown,unknown
319,sensor_inputs,unknown,unknown,unknown
320,unknown_asset,unknown,unknown,unknown
321,battery_system,unknown,unknown,unknown
322,gradient-based_algorithms,unknown,unknown,unknown
323,unknown_asset,unknown,integrity,major
324,mercedes_servers,unknown,unknown,unknown
325,unknown_asset,unknown,unknown,unknown
326,vehicle_services,unknown,unknown,unknown
327,unknown_asset,unknown,confidentiality,unknown
328,unknown_asset,unknown,unknown,unknown
329,keyless_entry,unknown,unknown,unknown
330,unknown_asset,unknown,unknown,unknown
331,electronic_units,unknown,unknown,unknown
332,unknown_asset,unknown,confidentiality,minor
333,unlocking_routine,unknown,unknown,unknown
334,electric_motor,unknown,unknown,unknown
335,qualcomm_chip,unknown,unknown,unknown
336,human,unknown,unknown,unknown
337,on-board-unit_input,unknown,unknown,unknown
338,mdm9250_chip,unknown,unknown,unknown
339,unknown_asset,unknown,confidentiality,unknown
340,unknown_asset,denial_of_service,unknown,unknown
341,flash_data,unknown,unknown,unknown
342,reachable_assertion,unknown,unknown,unknown
343,unknown_asset,unknown,unknown,unknown
344,unknown_asset,unknown,unknown,unknown
345,unknown_asset,unknown,unknown,unknown
346,unknown_asset,unknown,unknown,unknown
347,brute_protection,unknown,unknown,unknown
348,unknown_asset,unknown,unknown,unknown
349,media_player,unknown,unknown,unknown
350,unknown_asset,unknown,unknown,unknown
351,collision_system,unknown,unknown,unknown
352,unknown_asset,unknown,unknown,unknown
353,data_traffic,unknown,unknown,unknown
354,unknown_asset,unknown,unknown,unknown
355,unknown_asset,unknown,unknown,unknown
356,gateway_functionality,unknown,unknown,unknown
357,unknown_asset,unknown,unknown,unknown
358,unknown_asset,unknown,unknown,unknown
359,lreset_connection,unknown,unknown,unknown
360,unknown_asset,unknown,unknown,severe
361,apache_log4j,unknown,unknown,unknown
362,wlan_password,unknown,unknown,unknown
363,head_unit,unknown,unknown,unknown
364,unknown_asset,unknown,unknown,unknown
365,advanced,unknown,unknown,unknown
366,head_unit,unknown,unknown,unknown
367,unknown_asset,unknown,confidentiality,unknown
368,low_function,unknown,unknown,unknown
369,unknown_asset,unknown,unknown,unknown
370,unknown_asset,unknown,unknown,unknown
371,unknown_asset,unknown,unknown,unknown
372,unknown_asset,unknown,confidentiality,unknown
373,diagnostic_command,unknown,unknown,unknown
374,gnss_signals,unknown,unknown,unknown
375,web/telnet_console,unknown,unknown,unknown
376,micodus_tracker,unknown,unknown,unknown
377,mqtt_backend,unknown,unknown,minor
378,unknown_asset,unknown,unknown,unknown
379,unknown_asset,unknown,unknown,unknown
380,unknown_asset,unknown,unknown,unknown
381,unknown_asset,unknown,unknown,unknown
382,unknown_asset,unknown,confidentiality,unknown
383,electronic_keys,unknown,unknown,unknown
384,unknown_asset,denial_of_service,unknown,unknown
385,unknown_asset,unknown,unknown,unknown
386,wi-fi_module,unknown,unknown,unknown
387,key_fob,unknown,unknown,unknown
388,unknown_asset,unknown,unknown,unknown
389,key_fob,unknown,unknown,unknown
390,unknown_asset,unknown,unknown,unknown
391,bus_system,unknown,unknown,unknown
392,unknown_asset,unknown,unknown,unknown
393,diagnostic_message,unknown,unknown,unknown
394,instrument_cluster,unknown,unknown,unknown
395,unknown_asset,unknown,unknown,unknown
396,bluetooth_energy,unknown,unknown,unknown
397,web_server,unknown,unknown,unknown
398,key_fob,unknown,unknown,unknown
399,head_unit,unknown,unknown,unknown
400,unknown_asset,unknown,unknown,unknown
401,tizen-based_firmwares,unknown,unknown,unknown
402,unknown_asset,unknown,unknown,unknown
403,keyless_system,unknown,unknown,unknown
404,unknown_asset,unknown,unknown,unknown
405,unknown_asset,unknown,unknown,unknown
406,human_recognition,unknown,unknown,unknown
407,tpms_traffic,unknown,unknown,unknown
408,unknown_asset,unknown,unknown,unknown
409,unknown_asset,unknown,unknown,unknown
410,unknown_asset,unknown,unknown,unknown
411,app_framework,unknown,unknown,unknown
412,unknown_asset,unknown,unknown,unknown
413,key_fob,unknown,unknown,unknown
414,unknown_asset,unknown,unknown,minor
415,head_hu_nbt,unknown,unknown,unknown
416,qualcomm_automobile,unknown,unknown,unknown
417,head_hu_nbt,unknown,unknown,unknown
418,key_fob,unknown,unknown,unknown
419,802.11_protocol,unknown,unknown,unknown
420,personal_information,unknown,unknown,unknown
421,unknown_asset,unknown,unknown,unknown
422,telematics_ecu,unknown,unknown,unknown
423,bluetooth_address,unknown,unknown,unknown
424,unknown_asset,unknown,unknown,unknown
425,head_unit,unknown,unknown,unknown
426,airbag_light,unknown,unknown,unknown
427,automotive_linux,unknown,unknown,unknown
428,unknown_asset,unknown,unknown,unknown
429,bmw's_api,unknown,unknown,unknown
430,unknown_asset,unknown,unknown,unknown
431,unknown_asset,unknown,unknown,unknown
432,debug_interface,unknown,confidentiality,unknown
433,charging_server,unknown,unknown,unknown
434,odometer_values,unknown,unknown,unknown
435,internal_network,unknown,unknown,unknown
436,charging_ports,unknown,unknown,unknown
437,web_browsing,unknown,unknown,unknown
438,rolling_scheme,unknown,unknown,unknown
439,keyless_systems,unknown,unknown,unknown
440,unknown_asset,unknown,unknown,unknown
441,obdeleven_obd-ii,unknown,unknown,unknown
442,unknown_asset,unknown,unknown,unknown
443,unknown_asset,unknown,confidentiality,unknown
444,mobile_api,unknown,unknown,unknown
445,remote_functions,unknown,unknown,unknown
446,unknown_asset,unknown,unknown,unknown
447,battery_management,unknown,unknown,unknown
448,keyless_system,unknown,unknown,unknown
449,mobile_api,unknown,unknown,unknown
450,unknown_asset,unknown,confidentiality,unknown
451,unknown_asset,unknown,unknown,minor
452,unknown_asset,unknown,unknown,unknown
453,display_unit,denial_of_service,unknown,unknown
454,hard_drive,unknown,unknown,unknown
455,key_fob,unknown,unknown,unknown
456,unknown_asset,unknown,unknown,unknown
457,flashing_process,unknown,unknown,unknown
458,unknown_asset,unknown,unknown,unknown
459,vehicle_clamp,unknown,unknown,unknown
460,unknown_asset,unknown,unknown,unknown
461,push-to-start_ignitions,unknown,unknown,unknown
462,mobile_device,unknown,unknown,unknown
463,unknown_asset,unknown,confidentiality,unknown
464,instrument_cluster,unknown,unknown,unknown
465,android_os,unknown,unknown,unknown
466,gps_tracker,unknown,unknown,unknown
467,unknown_asset,unknown,unknown,unknown
468,unknown_asset,unknown,unknown,unknown
469,sms_chip,unknown,unknown,unknown
470,digital_plates,unknown,confidentiality,unknown
471,data_protocols,unknown,unknown,unknown
472,unknown_asset,unknown,unknown,unknown
473,visions_mycar,unknown,unknown,unknown
474,unknown_asset,unknown,unknown,unknown
475,flexray_network,unknown,unknown,unknown
476,unknown_asset,unknown,unknown,unknown
477,keyless_system,unknown,unknown,unknown
478,keyless_system,unknown,unknown,unknown
479,key_algorithm,unknown,unknown,unknown
480,unknown_asset,unknown,unknown,unknown
481,car_application,tampering,unknown,unknown
482,tpms_transmissions,unknown,unknown,unknown
483,key_fob,unknown,unknown,unknown
484,unknown_asset,unknown,unknown,unknown
485,unknown_asset,unknown,unknown,unknown
486,unknown_asset,unknown,unknown,unknown
487,unknown_asset,spoofing,unknown,unknown
488,unknown_asset,spoofing,unknown,unknown
489,junction_ecu,unknown,unknown,unknown
490,unknown_asset,unknown,unknown,unknown
491,mission-critical_applications,unknown,unknown,unknown
492,unknown_asset,unknown,confidentiality,minor
493,keyless_system,unknown,unknown,unknown
494,unknown_asset,unknown,unknown,unknown
495,unknown_asset,unknown,unknown,unknown
496,mac_addresses,unknown,unknown,unknown
497,android_auto,unknown,unknown,unknown
498,unknown_asset,unknown,unknown,unknown
499,unknown_asset,unknown,unknown,unknown
500,web-based_management,unknown,unknown,unknown
501,on-board-unit_input,unknown,unknown,unknown
502,keyless_system,unknown,unknown,unknown
503,unknown_asset,unknown,unknown,unknown
504,unknown_asset,elevation_of_privilege,unknown,unknown
505,calibration_updates,unknown,confidentiality,minor
506,unknown_asset,unknown,unknown,unknown
507,unknown_asset,unknown,confidentiality,unknown
508,remotelink_app,unknown,unknown,unknown
509,unknown_asset,unknown,unknown,unknown
510,unknown_asset,unknown,unknown,unknown
511,unknown_asset,unknown,unknown,unknown
512,diagnostic_tool,unknown,unknown,unknown
513,unknown_asset,unknown,unknown,unknown
514,instrument_cluster,unknown,unknown,unknown
515,unknown_asset,unknown,unknown,unknown
516,unknown_asset,unknown,unknown,unknown
517,infotainment_system,unknown,unknown,unknown
518,customer-link_app,unknown,unknown,unknown
519,copyvar_function,unknown,availability,unknown
520,evlink_evc1s22p4,unknown,unknown,unknown
521,image_parser,unknown,unknown,unknown
522,unknown_asset,unknown,confidentiality,unknown
523,auto_starts,unknown,unknown,unknown
524,key_card,unknown,unknown,unknown
525,unknown_asset,unknown,unknown,unknown
526,qca6595au_chip,unknown,unknown,unknown
527,telematics_service,unknown,unknown,unknown
528,can_message,unknown,unknown,unknown
529,unknown_asset,unknown,unknown,unknown
530,can_bus,unknown,unknown,unknown
531,unknown_asset,unknown,integrity,major
532,unknown_asset,unknown,availability,unknown
533,unknown_asset,unknown,unknown,unknown
534,unknown_asset,unknown,unknown,unknown
535,truning_signals,unknown,unknown,unknown
536,automotive_os,unknown,unknown,unknown
537,unknown_asset,unknown,unknown,unknown
538,autonomous_system,unknown,unknown,unknown
539,update_algorithm,unknown,unknown,unknown
540,unknown_asset,unknown,unknown,unknown
541,renesas_v850,unknown,unknown,unknown
542,unknown_asset,unknown,unknown,unknown
543,remote_system,unknown,unknown,unknown
544,unknown_asset,unknown,unknown,unknown
545,trailer_traffic,unknown,unknown,unknown
546,unknown_asset,unknown,unknown,unknown
547,security_access,unknown,unknown,unknown
548,shared_key,unknown,unknown,unknown
549,unknown_asset,unknown,confidentiality,minor
550,key_fob,repudiation,unknown,unknown
551,renesas_v850,unknown,unknown,unknown
552,keyless_system,unknown,unknown,unknown
553,unknown_asset,unknown,unknown,unknown
554,unknown_asset,unknown,unknown,unknown
555,telematics_ecu,unknown,confidentiality,unknown
556,evlink_city,unknown,confidentiality,unknown
557,unknown_asset,unknown,unknown,unknown
558,unknown_asset,unknown,confidentiality,unknown
559,suzuki_connect,spoofing,unknown,unknown
560,side_channel,unknown,unknown,unknown
561,web/telnet_interface,unknown,confidentiality,unknown
562,unknown_asset,unknown,unknown,unknown
563,central_system,unknown,unknown,unknown
564,snapdragon_automobile,unknown,unknown,unknown
565,cruise_button,unknown,unknown,unknown
566,keyless_entry,unknown,unknown,unknown
567,diagnostic_tool,unknown,unknown,unknown
568,gps_software,unknown,unknown,unknown
569,unknown_asset,unknown,unknown,unknown
570,key_fob,unknown,unknown,unknown
571,remote_fob,unknown,unknown,unknown
572,infotainment_system,unknown,unknown,unknown
573,unknown_asset,unknown,unknown,unknown
574,unknown_asset,unknown,unknown,unknown
575,unknown_asset,unknown,unknown,unknown
576,infotainment_unit,unknown,unknown,unknown
577,keyless_system,unknown,unknown,unknown
578,unknown_asset,unknown,unknown,unknown
579,unknown_asset,unknown,unknown,unknown
580,keyless_system,unknown,unknown,unknown
581,ota_updates,unknown,unknown,unknown
582,unknown_asset,tampering,unknown,unknown
583,head_unit,unknown,unknown,unknown
584,unknown_asset,unknown,unknown,unknown
585,unknown_asset,unknown,confidentiality,minor
586,keyless_system,unknown,unknown,unknown
587,keyless_system,unknown,unknown,unknown
588,can_bus,unknown,unknown,unknown
589,unknown_asset,unknown,unknown,unknown
590,unknown_asset,unknown,unknown,unknown
591,unknown_asset,unknown,unknown,minor
592,keyless_system,unknown,unknown,unknown
593,unknown_asset,unknown,unknown,unknown
594,unknown_asset,unknown,unknown,minor
595,apache_log4j,unknown,unknown,unknown
596,control_dashboard,unknown,unknown,unknown
597,unknown_asset,unknown,unknown,unknown
598,unknown_asset,unknown,unknown,unknown
599,unknown_asset,unknown,unknown,unknown
600,payment_gateway,unknown,unknown,unknown
601,content_system,unknown,unknown,unknown
602,unknown_asset,unknown,unknown,unknown
603,unknown_asset,unknown,unknown,unknown
604,unknown_asset,unknown,unknown,unknown
605,chassis_function,unknown,unknown,unknown
606,unknown_asset,unknown,unknown,unknown
607,unknown_asset,unknown,availability,unknown
608,key_encryption,unknown,unknown,unknown
609,can_message,unknown,unknown,unknown
610,unknown_asset,unknown,unknown,unknown
611,unknown_asset,unknown,unknown,unknown
612,v2g_stack,unknown,confidentiality,unknown
613,unknown_asset,unknown,unknown,unknown
614,snapdragon_chips,unknown,unknown,unknown
615,unknown_asset,unknown,unknown,unknown
616,omap_chip,unknown,unknown,unknown
617,wi-fi_9999,unknown,unknown,unknown
618,unknown_asset,unknown,confidentiality,unknown
619,parking_module,unknown,unknown,unknown
620,unknown_asset,unknown,unknown,unknown
621,vw-tp_protocol,unknown,unknown,unknown
622,unknown_asset,unknown,unknown,unknown
623,unknown_asset,unknown,unknown,unknown
624,automotive_os,unknown,unknown,unknown
625,advantech_deviceon,elevation_of_privilege,unknown,unknown
626,qnx6_images,unknown,unknown,unknown
627,radio_system,unknown,unknown,unknown
628,unknown_asset,unknown,confidentiality,unknown
629,unknown_asset,unknown,unknown,minor
630,processing_entries,unknown,unknown,unknown
631,infotainment_ecu,unknown,unknown,unknown
632,samsung_series,unknown,unknown,unknown
633,proximity_key,unknown,unknown,unknown
634,wireless_dongles,unknown,unknown,unknown
635,key_fob,unknown,unknown,unknown
636,in-vehicle_system,unknown,unknown,unknown
637,infotainment_system,unknown,confidentiality,unknown
638,unknown_asset,unknown,unknown,unknown
639,traffic_recognition,unknown,unknown,unknown
640,apache_log4j,unknown,unknown,unknown
641,unknown_asset,unknown,unknown,unknown
642,nand_chip,unknown,unknown,unknown
643,private_keys,unknown,unknown,unknown
644,controller_network,unknown,unknown,unknown
645,head_unit’s,unknown,unknown,unknown
646,head_system,unknown,unknown,unknown
647,key_fob,unknown,unknown,unknown
648,tizen-based_firmwares,unknown,unknown,unknown
649,unknown_asset,tampering,unknown,unknown
650,keyless_system,unknown,unknown,unknown
651,micodus_gps,unknown,unknown,unknown
652,third_tool,unknown,unknown,unknown
653,unknown_asset,unknown,unknown,unknown
654,unknown_asset,unknown,unknown,unknown
655,unknown_asset,unknown,unknown,unknown
656,unknown_asset,unknown,unknown,unknown
657,keyless_system,unknown,unknown,unknown
658,unknown_asset,unknown,unknown,unknown
659,critical_platform,unknown,unknown,unknown
660,ecu_system,unknown,unknown,unknown
661,unknown_asset,unknown,confidentiality,unknown
662,open_app,unknown,unknown,unknown
663,wireless_fob,unknown,unknown,unknown
664,deep_networks,unknown,unknown,unknown
665,unknown_asset,unknown,unknown,unknown
666,diagnostic_message,unknown,unknown,unknown
667,mqtt_server,unknown,unknown,unknown
