scenario_id,asset,attack_type,targeted_property,impact_rating
237,can_bus,spoofing,integrity,major
238,v2x_module,spoofing,availability,major
239,camera,spoofing,integrity,major
240,camera,spoofing,confidentiality,major
241,gps,spoofing,integrity,major
242,ecu,spoofing,availability,major
243,v2x_module,spoofing,availability,major
244,ecu,spoofing,confidentiality,major
245,ecu,spoofing,integrity,major
246,tire_pressure,spoofing,confidentiality,major
247,tire_pressure,spoofing,availability,major
248,ecu,spoofing,integrity,major
249,lidar,spoofing,availability,major
250,v2x_module,spoofing,integrity,major
251,ecu,spoofing,integrity,major
252,can_bus,spoofing,integrity,major
253,lidar,spoofing,integrity,major
254,tire_pressure,spoofing,integrity,major
255,v2x_module,spoofing,integrity,major
256,ota_module,spoofing,integrity,major
257,camera,spoofing,availability,inconsequential
258,camera,spoofing,integrity,major
259,gps,spoofing,integrity,major
260,camera,spoofing,availability,major
261,lidar,spoofing,integrity,major
262,v2x_module,spoofing,availability,major
263,ota_module,spoofing,availability,major
264,v2x_module,spoofing,integrity,major
265,lidar,spoofing,integrity,major
266,can_bus,spoofing,integrity,major
267,can_bus,spoofing,integrity,major
268,lidar,spoofing,integrity,major
269,ecu,spoofing,availability,major
270,can_bus,spoofing,integrity,major
271,v2x_module,spoofing,integrity,major
272,camera,spoofing,availability,major
273,can_bus,spoofing,integrity,major
274,v2x_module,spoofing,availability,major
275,ota_module,spoofing,integrity,major
276,ecu,spoofing,integrity,major
277,tire_pressure,spoofing,availability,major
278,ecu,spoofing,integrity,major
279,camera,spoofing,confidentiality,moderate
280,camera,spoofing,availability,major
281,can_bus,spoofing,availability,major
282,gps,spoofing,availability,major
283,v2x_module,spoofing,integrity,major
284,gps,spoofing,confidentiality,major
285,tire_pressure,spoofing,integrity,major
286,ota_module,spoofing,availability,major
287,ecu,spoofing,availability,severe
288,gps,spoofing,availability,major
289,lidar,spoofing,integrity,major
290,can_bus,spoofing,integrity,major
291,ota_module,spoofing,integrity,major
292,tire_pressure,spoofing,integrity,major
293,camera,spoofing,integrity,severe
294,ecu,spoofing,availability,major
295,ota_module,spoofing,availability,major
296,ecu,spoofing,availability,inconsequential
297,lidar,spoofing,availability,major
298,can_bus,spoofing,integrity,major
299,gps,spoofing,availability,major
300,camera,spoofing,availability,major
301,gps,spoofing,integrity,major
302,ota_module,spoofing,availability,moderate
303,lidar,spoofing,availability,major
304,v2x_module,spoofing,availability,major
305,lidar,spoofing,availability,major
306,camera,spoofing,confidentiality,major
307,camera,spoofing,availability,major
308,v2x_module,spoofing,availability,major
309,tire_pressure,spoofing,integrity,major
310,gps,spoofing,availability,major
311,v2x_module,spoofing,integrity,major
312,tire_pressure,spoofing,integrity,major
313,tire_pressure,spoofing,availability,major
314,lidar,spoofing,availability,major
315,camera,spoofing,confidentiality,major
316,ota_module,spoofing,availability,severe
317,can_bus,spoofing,integrity,major
318,tire_pressure,spoofing,integrity,moderate
319,v2x_module,spoofing,availability,major
320,tire_pressure,spoofing,availability,major
321,camera,spoofing,availability,moderate
322,tire_pressure,spoofing,integrity,major
323,can_bus,spoofing,integrity,severe
324,tire_pressure,spoofing,availability,major
325,lidar,spoofing,integrity,major
326,lidar,spoofing,integrity,major
327,lidar,spoofing,confidentiality,major
328,can_bus,spoofing,availability,major
329,can_bus,spoofing,availability,major
330,ota_module,spoofing,integrity,severe
331,v2x_module,spoofing,integrity,moderate
332,camera,spoofing,integrity,major
333,camera,spoofing,integrity,major
334,v2x_module,spoofing,availability,major
335,ota_module,spoofing,availability,major
336,can_bus,spoofing,integrity,major
337,lidar,spoofing,integrity,major
338,v2x_module,spoofing,confidentiality,major
339,gps,spoofing,confidentiality,major
340,lidar,spoofing,integrity,major
341,lidar,spoofing,integrity,major
342,camera,spoofing,availability,major
343,gps,spoofing,integrity,severe
344,ota_module,spoofing,integrity,major
345,ecu,spoofing,availability,major
346,ecu,spoofing,integrity,major
347,tire_pressure,spoofing,integrity,major
348,can_bus,spoofing,integrity,major
349,v2x_module,spoofing,integrity,inconsequential
350,camera,spoofing,availability,major
351,ota_module,spoofing,availability,major
352,v2x_module,spoofing,availability,major
353,v2x_module,spoofing,integrity,major
354,ecu,spoofing,availability,major
355,can_bus,spoofing,confidentiality,major
356,lidar,spoofing,integrity,major
357,lidar,spoofing,integrity,inconsequential
358,lidar,spoofing,integrity,major
359,v2x_module,spoofing,integrity,major
360,ota_module,spoofing,integrity,major
361,v2x_module,spoofing,integrity,major
362,gps,spoofing,integrity,major
363,ota_module,spoofing,integrity,major
364,camera,spoofing,integrity,major
365,v2x_module,spoofing,integrity,major
366,gps,spoofing,availability,major
367,v2x_module,spoofing,availability,major
368,ecu,spoofing,availability,major
369,tire_pressure,spoofing,integrity,major
370,can_bus,spoofing,integrity,major
371,camera,spoofing,integrity,major
372,lidar,spoofing,integrity,major
373,tire_pressure,spoofing,integrity,major
374,camera,spoofing,integrity,major
375,can_bus,spoofing,availability,major
376,ecu,spoofing,availability,major
377,ecu,spoofing,integrity,major
378,lidar,spoofing,integrity,major
379,lidar,spoofing,availability,major
380,gps,spoofing,availability,severe
381,v2x_module,spoofing,integrity,major
382,camera,spoofing,integrity,major
383,v2x_module,spoofing,availability,major
384,tire_pressure,spoofing,confidentiality,major
385,ecu,spoofing,integrity,major
386,can_bus,spoofing,integrity,major
387,v2x_module,spoofing,confidentiality,major
388,ecu,spoofing,integrity,major
389,ota_module,spoofing,integrity,major
390,gps,spoofing,availability,major
391,ecu,spoofing,integrity,major
392,ota_module,spoofing,integrity,major
393,gps,spoofing,integrity,major
394,camera,spoofing,availability,major
395,camera,spoofing,integrity,major
396,can_bus,spoofing,integrity,major
397,can_bus,spoofing,integrity,major
398,can_bus,spoofing,availability,major
399,lidar,spoofing,integrity,major
400,tire_pressure,spoofing,integrity,major
401,lidar,spoofing,confidentiality,major
402,gps,spoofing,availability,major
403,can_bus,spoofing,integrity,major
404,tire_pressure,spoofing,integrity,major
405,camera,spoofing,integrity,major
406,lidar,spoofing,integrity,major
407,ota_module,spoofing,availability,moderate
408,ota_module,spoofing,integrity,major
409,ota_module,spoofing,integrity,major
410,tire_pressure,spoofing,availability,major
411,lidar,spoofing,integrity,inconsequential
412,ecu,spoofing,integrity,major
413,lidar,spoofing,availability,major
414,can_bus,spoofing,integrity,major
415,ecu,spoofing,availability,major
416,ota_module,spoofing,integrity,major
417,can_bus,spoofing,integrity,major
418,can_bus,spoofing,integrity,major
419,tire_pressure,spoofing,integrity,major
420,lidar,spoofing,integrity,major
421,ota_module,spoofing,integrity,moderate
422,gps,spoofing,integrity,major
423,camera,spoofing,integrity,major
424,ecu,spoofing,integrity,major
425,gps,spoofing,integrity,severe
426,tire_pressure,spoofing,integrity,major
427,camera,spoofing,integrity,major
428,v2x_module,spoofing,integrity,major
429,ecu,spoofing,integrity,major
430,gps,spoofing,availability,major
431,ota_module,spoofing,integrity,major
432,ecu,spoofing,availability,major
433,tire_pressure,spoofing,integrity,major
434,gps,spoofing,integrity,major
435,ecu,spoofing,integrity,major
436,v2x_module,spoofing,integrity,major
437,ota_module,spoofing,availability,major
438,can_bus,spoofing,integrity,major
439,camera,spoofing,availability,major
440,v2x_module,spoofing,integrity,major
441,lidar,spoofing,availability,major
442,lidar,spoofing,availability,major
443,camera,spoofing,integrity,major
444,gps,spoofing,integrity,major
445,lidar,spoofing,availability,major
446,v2x_module,spoofing,integrity,major
447,can_bus,spoofing,integrity,major
448,ota_module,spoofing,availability,major
449,tire_pressure,spoofing,availability,major
450,lidar,spoofing,availability,major
451,v2x_module,spoofing,availability,major
452,lidar,spoofing,integrity,major
453,camera,spoofing,confidentiality,major
454,can_bus,spoofing,availability,major
455,ota_module,spoofing,integrity,major
456,lidar,spoofing,integrity,major
457,tire_pressure,spoofing,availability,severe
458,v2x_module,spoofing,integrity,moderate
459,camera,spoofing,integrity,major
460,v2x_module,spoofing,integrity,major
461,tire_pressure,spoofing,integrity,major
462,camera,spoofing,availability,severe
463,camera,spoofing,integrity,major
464,can_bus,spoofing,availability,major
465,ecu,spoofing,availability,major
466,gps,spoofing,availability,major
467,tire_pressure,spoofing,confidentiality,major
468,tire_pressure,spoofing,integrity,major
469,ecu,spoofing,integrity,major
470,gps,spoofing,availability,major
471,tire_pressure,spoofing,availability,major
472,can_bus,spoofing,integrity,major
473,lidar,spoofing,integrity,inconsequential
474,gps,spoofing,integrity,moderate
475,v2x_module,spoofing,confidentiality,major
476,ota_module,spoofing,integrity,major
477,ecu,spoofing,integrity,major
478,v2x_module,spoofing,availability,major
479,ota_module,spoofing,integrity,major
480,camera,spoofing,availability,major
481,v2x_module,spoofing,integrity,major
482,camera,spoofing,integrity,major
483,v2x_module,spoofing,integrity,major
484,tire_pressure,spoofing,integrity,major
485,v2x_module,spoofing,availability,major
486,v2x_module,spoofing,integrity,major
487,camera,spoofing,availability,major
488,camera,spoofing,integrity,major
489,can_bus,spoofing,integrity,major
490,ota_module,spoofing,availability,major
491,gps,spoofing,availability,severe
492,ecu,spoofing,confidentiality,major
493,ecu,spoofing,confidentiality,major
494,ecu,spoofing,integrity,major
495,gps,spoofing,integrity,major
496,ecu,spoofing,availability,major
497,tire_pressure,spoofing,integrity,major
498,camera,spoofing,integrity,major
499,camera,spoofing,availability,major
500,lidar,spoofing,availability,major
501,lidar,spoofing,confidentiality,major
502,ota_module,spoofing,confidentiality,major
503,tire_pressure,spoofing,integrity,major
504,camera,spoofing,integrity,major
505,tire_pressure,spoofing,integrity,major
506,can_bus,spoofing,availability,severe
507,camera,spoofing,integrity,major
508,lidar,spoofing,integrity,major
509,ecu,spoofing,availability,major
510,can_bus,spoofing,integrity,inconsequential
511,gps,spoofing,integrity,major
512,can_bus,spoofing,confidentiality,major
513,lidar,spoofing,integrity,major
514,ota_module,spoofing,availability,major
515,camera,spoofing,availability,major
516,v2x_module,spoofing,integrity,major
517,ecu,spoofing,integrity,major
518,camera,spoofing,confidentiality,major
519,tire_pressure,spoofing,integrity,major
520,v2x_module,spoofing,availability,major
521,tire_pressure,spoofing,integrity,major
522,ecu,spoofing,integrity,major
523,v2x_module,spoofing,integrity,major
524,tire_pressure,spoofing,availability,major
525,camera,spoofing,integrity,major
526,camera,spoofing,integrity,major
527,lidar,spoofing,integrity,major
528,can_bus,spoofing,confidentiality,major
529,gps,spoofing,availability,major
530,ota_module,spoofing,integrity,inconsequential
531,ecu,spoofing,integrity,major
532,ecu,spoofing,confidentiality,major
533,ota_module,spoofing,availability,major
534,can_bus,spoofing,integrity,major
535,ota_module,spoofing,confidentiality,major
536,can_bus,spoofing,integrity,major
537,lidar,spoofing,availability,major
538,v2x_module,spoofing,integrity,major
539,lidar,spoofing,integrity,major
540,gps,spoofing,confidentiality,inconsequential
541,v2x_module,spoofing,integrity,major
542,lidar,spoofing,integrity,major
543,ecu,spoofing,confidentiality,major
544,ota_module,spoofing,integrity,major
545,tire_pressure,spoofing,confidentiality,major
546,ota_module,spoofing,integrity,major
547,tire_pressure,spoofing,availability,major
548,gps,spoofing,confidentiality,major
549,tire_pressure,spoofing,integrity,major
550,camera,spoofing,confidentiality,major
551,v2x_module,spoofing,integrity,severe
552,can_bus,spoofing,availability,major
553,ota_module,spoofing,integrity,major
554,lidar,spoofing,integrity,major
555,ota_module,spoofing,integrity,major
556,camera,spoofing,integrity,major
557,v2x_module,spoofing,integrity,major
558,can_bus,spoofing,integrity,major
559,lidar,spoofing,availability,moderate
560,ecu,spoofing,integrity,major
561,camera,spoofing,integrity,major
562,v2x_module,spoofing,integrity,major
563,camera,spoofing,integrity,major
564,ecu,spoofing,integrity,major
565,can_bus,spoofing,integrity,major
566,camera,spoofing,integrity,major
567,can_bus,spoofing,availability,moderate
568,tire_pressure,spoofing,integrity,major
569,ecu,spoofing,availability,major
570,ota_module,spoofing,integrity,major
571,tire_pressure,spoofing,integrity,major
572,camera,spoofing,availability,moderate
573,tire_pressure,spoofing,integrity,major
574,gps,spoofing,integrity,major
575,ota_module,spoofing,integrity,severe
576,lidar,spoofing,integrity,major
577,camera,spoofing,availability,major
578,ecu,spoofing,availability,major
579,tire_pressure,spoofing,integrity,major
580,can_bus,spoofing,integrity,major
581,ota_module,spoofing,integrity,inconsequential
582,tire_pressure,spoofing,integrity,major
583,gps,spoofing,integrity,major
584,v2x_module,spoofing,integrity,major
585,ecu,spoofing,integrity,major
586,camera,spoofing,availability,major
587,ota_module,spoofing,integrity,major
588,ecu,spoofing,integrity,major
589,can_bus,spoofing,availability,major
590,can_bus,spoofing,availability,major
591,ecu,spoofing,availability,major
592,lidar,spoofing,integrity,major
593,ecu,spoofing,integrity,major
594,can_bus,spoofing,confidentiality,severe
595,gps,spoofing,integrity,major
596,camera,spoofing,confidentiality,major
597,gps,spoofing,integrity,severe
598,ota_module,spoofing,integrity,severe
599,v2x_module,spoofing,availability,severe
600,ecu,spoofing,confidentiality,major
601,can_bus,spoofing,integrity,major
602,ecu,spoofing,integrity,major
603,v2x_module,spoofing,availability,major
604,ota_module,spoofing,integrity,major
605,ecu,spoofing,confidentiality,major
606,ota_module,spoofing,integrity,major
607,tire_pressure,spoofing,integrity,major
608,lidar,spoofing,integrity,major
609,can_bus,spoofing,integrity,major
610,ota_module,spoofing,integrity,major
611,ecu,spoofing,integrity,severe
612,ecu,spoofing,integrity,severe
613,tire_pressure,spoofing,integrity,major
614,ecu,spoofing,integrity,major
615,gps,spoofing,integrity,major
616,v2x_module,spoofing,availability,major
617,ecu,spoofing,availability,major
618,gps,spoofing,integrity,major
619,v2x_module,spoofing,integrity,major
620,v2x_module,spoofing,integrity,severe
621,v2x_module,spoofing,integrity,major
622,v2x_module,spoofing,availability,major
623,ota_module,spoofing,integrity,major
624,ecu,spoofing,integrity,major
625,gps,spoofing,integrity,major
626,can_bus,spoofing,integrity,inconsequential
627,ota_module,spoofing,integrity,major
628,gps,spoofing,integrity,inconsequential
629,v2x_module,spoofing,integrity,severe
630,lidar,spoofing,confidentiality,severe
631,lidar,spoofing,integrity,major
632,tire_pressure,spoofing,integrity,major
633,lidar,spoofing,availability,major
634,tire_pressure,spoofing,confidentiality,major
635,ota_module,spoofing,integrity,major
636,lidar,spoofing,availability,major
637,v2x_module,spoofing,integrity,major
638,gps,spoofing,integrity,moderate
639,lidar,spoofing,confidentiality,major
640,ecu,spoofing,integrity,major
641,v2x_module,spoofing,integrity,major
642,lidar,spoofing,integrity,major
643,ota_module,spoofing,integrity,major
644,camera,spoofing,integrity,major
645,ota_module,spoofing,integrity,major
646,gps,spoofing,integrity,major
647,lidar,spoofing,integrity,major
648,tire_pressure,spoofing,integrity,major
649,ota_module,spoofing,integrity,major
650,v2x_module,spoofing,integrity,major
651,lidar,spoofing,integrity,major
652,lidar,spoofing,availability,inconsequential
653,camera,spoofing,integrity,major
654,can_bus,spoofing,integrity,major
655,ota_module,spoofing,integrity,major
656,tire_pressure,spoofing,confidentiality,severe
657,tire_pressure,spoofing,availability,major
658,ota_module,spoofing,integrity,major
659,v2x_module,spoofing,integrity,major
660,ecu,spoofing,availability,major
661,ecu,spoofing,integrity,major
662,can_bus,spoofing,integrity,major
663,ecu,spoofing,integrity,major
664,ecu,spoofing,integrity,major
665,v2x_module,spoofing,integrity,major
666,lidar,spoofing,confidentiality,severe
667,ecu,spoofing,integrity,major
668,lidar,spoofing,integrity,major
669,camera,spoofing,integrity,major
670,tire_pressure,spoofing,integrity,major
671,gps,spoofing,availability,major
672,ecu,spoofing,availability,major
673,camera,spoofing,availability,major
674,v2x_module,spoofing,availability,major
675,can_bus,spoofing,confidentiality,major
676,camera,spoofing,integrity,major
677,tire_pressure,spoofing,integrity,major
678,v2x_module,spoofing,confidentiality,major
679,ecu,spoofing,integrity,major
680,camera,spoofing,integrity,major
681,lidar,spoofing,integrity,severe
682,tire_pressure,spoofing,integrity,major
683,gps,spoofing,integrity,major
684,ecu,spoofing,integrity,inconsequential
685,tire_pressure,spoofing,availability,major
686,tire_pressure,spoofing,availability,major
687,can_bus,spoofing,availability,major
688,ota_module,spoofing,integrity,major
689,camera,spoofing,availability,major
690,gps,spoofing,integrity,major
691,tire_pressure,spoofing,integrity,major
692,gps,spoofing,integrity,major
693,lidar,spoofing,availability,major
694,ecu,spoofing,integrity,major
695,ota_module,spoofing,integrity,major
696,v2x_module,spoofing,integrity,major
697,lidar,spoofing,integrity,major
698,lidar,spoofing,integrity,major
699,ecu,spoofing,integrity,major
700,tire_pressure,spoofing,confidentiality,major
701,tire_pressure,spoofing,integrity,major
702,can_bus,spoofing,integrity,major
703,tire_pressure,spoofing,integrity,major
704,lidar,spoofing,integrity,major
705,ota_module,spoofing,availability,major
706,camera,spoofing,availability,major
707,tire_pressure,spoofing,availability,major
708,tire_pressure,spoofing,integrity,major
709,ecu,spoofing,confidentiality,inconsequential
710,v2x_module,spoofing,integrity,major
711,v2x_module,spoofing,availability,major
712,tire_pressure,spoofing,integrity,major
713,tire_pressure,spoofing,integrity,severe
714,camera,spoofing,integrity,major
715,can_bus,spoofing,integrity,major
716,v2x_module,spoofing,availability,inconsequential
717,lidar,spoofing,availability,major
718,ota_module,spoofing,integrity,major
719,gps,spoofing,availability,major
720,lidar,spoofing,confidentiality,major
721,lidar,spoofing,integrity,major
722,lidar,spoofing,integrity,major
723,tire_pressure,spoofing,integrity,major
724,tire_pressure,spoofing,integrity,major
725,v2x_module,spoofing,availability,major
726,tire_pressure,spoofing,confidentiality,major
727,camera,spoofing,integrity,major
728,ota_module,spoofing,integrity,major
729,can_bus,spoofing,integrity,major
730,ota_module,spoofing,integrity,major
731,lidar,spoofing,integrity,major
732,lidar,spoofing,availability,major
733,gps,spoofing,integrity,major
734,ota_module,spoofing,availability,major
735,lidar,spoofing,integrity,major
736,v2x_module,spoofing,integrity,moderate
737,camera,spoofing,integrity,major
738,tire_pressure,spoofing,integrity,moderate
739,can_bus,spoofing,integrity,major
740,camera,spoofing,integrity,major
741,gps,spoofing,integrity,major
742,gps,spoofing,integrity,major
743,v2x_module,spoofing,availability,major
744,ota_module,spoofing,availability,major
745,ota_module,spoofing,integrity,major
746,tire_pressure,spoofing,integrity,severe
747,tire_pressure,spoofing,integrity,major
748,ecu,spoofing,integrity,major
749,camera,spoofing,availability,major
750,lidar,spoofing,integrity,major
751,tire_pressure,spoofing,availability,moderate
752,camera,spoofing,availability,major
753,v2x_module,spoofing,integrity,major
754,v2x_module,spoofing,availability,major
755,lidar,spoofing,integrity,major
756,tire_pressure,spoofing,integrity,major
757,ota_module,spoofing,integrity,major
758,can_bus,spoofing,integrity,major
759,lidar,spoofing,integrity,major
760,gps,spoofing,integrity,major
761,ota_module,spoofing,integrity,severe
762,ota_module,spoofing,availability,major
763,tire_pressure,spoofing,integrity,major
764,can_bus,spoofing,integrity,major
765,v2x_module,spoofing,integrity,major
766,lidar,spoofing,integrity,major
767,camera,spoofing,availability,severe
768,lidar,spoofing,availability,severe
769,lidar,spoofing,confidentiality,major
770,ecu,spoofing,confidentiality,major
771,can_bus,spoofing,confidentiality,inconsequential
772,camera,spoofing,availability,major
773,lidar,spoofing,integrity,major
774,ota_module,spoofing,integrity,major
775,ecu,spoofing,availability,major
776,ota_module,spoofing,integrity,major
777,gps,spoofing,integrity,major
778,ecu,spoofing,availability,major
779,v2x_module,spoofing,integrity,moderate
780,can_bus,spoofing,availability,major
781,ecu,spoofing,integrity,major
782,ecu,spoofing,integrity,major
783,lidar,spoofing,availability,major
784,gps,spoofing,integrity,major
